Date,Prefecture,Positive,Tested,Discharged,Fatal
2021-04-11,Shizuoka,5960,259667.0,5612.0,121.0
2021-04-11,Aichi,28681,486888.0,26691.0,602.0
2021-04-11,Mie,2993,82920.0,2767.0,73.0
2021-04-11,Shiga,2965,93581.0,2731.0,59.0
2021-04-11,Kyoto,10020,185255.0,9292.0,173.0
2021-04-11,Osaka,60092,1151166.0,50024.0,1215.0
2021-04-11,Hyogo,22511,319635.0,19359.0,606.0
2021-04-11,Nara,4527,103792.0,3781.0,56.0
2021-04-11,Wakayama,1521,28397.0,1251.0,18.0
2021-04-11,Tottori,291,51998.0,207.0,2.0
2021-04-11,Shimane,291,18477.0,286.0,0.0
2021-04-11,Okayama,2953,84188.0,2603.0,35.0
2021-04-11,Hiroshima,5274,189788.0,5057.0,106.0
2021-04-11,Yamaguchi,1461,71202.0,1380.0,43.0
2021-04-11,Tokushima,693,34409.0,507.0,22.0
2021-04-11,Kagawa,985,55035.0,829.0,19.0
2021-04-11,Ehime,1712,45967.0,1319.0,24.0
2021-04-11,Kochi,946,7543.0,903.0,19.0
2021-04-11,Fukuoka,19435,531644.0,18614.0,334.0
2021-04-11,Saga,1265,33693.0,1204.0,13.0
2021-04-11,Nagasaki,1660,81412.0,1597.0,39.0
2021-04-11,Kumamoto,3531,58749.0,3427.0,74.0
2021-04-11,Oita,1344,97421.0,1285.0,22.0
2021-04-11,Miyazaki,1971,24949.0,1930.0,22.0
2021-04-11,Kagoshima,1918,75797.0,1835.0,28.0
2021-04-11,Okinawa,10704,171706.0,9362.0,129.0
2021-04-12,Hokkaido,21838,473318.0,20190.0,780.0
2021-04-12,Aomori,1177,27861.0,1035.0,20.0
2021-04-12,Iwate,761,50177.0,633.0,30.0
2021-04-12,Miyagi,7198,104355.0,6060.0,43.0
2021-04-12,Akita,335,8568.0,286.0,6.0
2021-04-12,Yamagata,1225,40589.0,935.0,20.0
2021-04-12,Fukushima,2817,164220.0,2405.0,118.0
2021-04-12,Ibaraki,7130,27834.0,6678.0,128.0
2021-04-12,Tochigi,4941,181557.0,4649.0,70.0
2021-04-12,Gunma,5289,120989.0,4969.0,101.0
2021-04-12,Saitama,34427,685552.0,32227.0,717.0
2021-04-12,Chiba,30849,498101.0,29263.0,589.0
2021-04-12,Tokyo,126284,1850782.0,120485.0,1804.0
2021-04-12,Kanagawa,49642,734626.0,47706.0,798.0
2021-04-12,Niigata,1737,91052.0,1435.0,18.0
2021-04-12,Toyama,1050,44271.0,912.0,29.0
2021-04-12,Ishikawa,2060,63385.0,1867.0,66.0
2021-04-12,Fukui,659,39204.0,558.0,27.0
2021-04-12,Yamanashi,1028,33554.0,964.0,19.0
2021-04-12,Nagano,3221,128033.0,2876.0,44.0
2021-04-12,Gifu,5143,167991.0,4855.0,129.0
2021-04-12,Shizuoka,5974,262931.0,5660.0,121.0
2021-04-12,Aichi,28810,493701.0,26805.0,604.0
2021-04-12,Mie,3011,82920.0,2790.0,73.0
2021-04-12,Shiga,2979,94017.0,2744.0,59.0
2021-04-12,Kyoto,10281,187619.0,9461.0,174.0
2021-04-12,Osaka,60695,1162870.0,50437.0,1219.0
2021-04-12,Hyogo,22740,322279.0,19624.0,607.0
2021-04-12,Nara,4574,104892.0,3823.0,56.0
2021-04-12,Wakayama,1559,28754.0,1287.0,19.0
2021-04-12,Tottori,302,52985.0,220.0,2.0
2021-04-12,Shimane,292,18477.0,286.0,0.0
2021-04-12,Okayama,2974,84188.0,2603.0,35.0
2021-04-12,Hiroshima,5285,189788.0,5067.0,106.0
2021-04-12,Yamaguchi,1462,71202.0,1383.0,43.0
2021-04-12,Tokushima,713,34498.0,522.0,22.0
2021-04-12,Kagawa,990,55210.0,835.0,19.0
2021-04-12,Ehime,1727,46101.0,1372.0,25.0
2021-04-12,Kochi,946,7543.0,910.0,19.0
2021-04-12,Fukuoka,19487,532914.0,18638.0,336.0
2021-04-12,Saga,1276,33790.0,1212.0,13.0
2021-04-12,Nagasaki,1668,81737.0,1597.0,39.0
2021-04-12,Kumamoto,3536,58788.0,3434.0,74.0
2021-04-12,Oita,1348,97436.0,1287.0,22.0
2021-04-12,Miyazaki,2020,25609.0,1938.0,22.0
2021-04-12,Kagoshima,1922,76555.0,1836.0,28.0
2021-04-12,Okinawa,10741,173748.0,9488.0,129.0
2021-04-13,Hokkaido,21898,475392.0,20271.0,783.0
2021-04-13,Aomori,1196,28222.0,1044.0,20.0
2021-04-13,Iwate,763,50349.0,652.0,30.0
2021-04-13,Miyagi,7270,106300.0,6155.0,43.0
2021-04-13,Akita,341,8606.0,288.0,9.0
2021-04-13,Yamagata,1242,40714.0,946.0,22.0
2021-04-13,Fukushima,2830,164797.0,2429.0,118.0
2021-04-13,Ibaraki,7160,27838.0,6720.0,129.0
2021-04-13,Tochigi,4954,181633.0,4685.0,70.0
2021-04-13,Gunma,5309,122018.0,4990.0,101.0
2021-04-13,Saitama,34583,690124.0,32349.0,717.0
2021-04-13,Chiba,30911,505435.0,29355.0,594.0
2021-04-13,Tokyo,126794,1859683.0,120929.0,1811.0
2021-04-13,Kanagawa,49756,739103.0,47814.0,799.0
2021-04-13,Niigata,1769,92107.0,1476.0,18.0
2021-04-13,Toyama,1055,44759.0,921.0,29.0
2021-04-13,Ishikawa,2073,63854.0,1877.0,66.0
2021-04-13,Fukui,665,39855.0,566.0,27.0
2021-04-13,Yamanashi,1029,33554.0,970.0,19.0
2021-04-13,Nagano,3250,129448.0,2917.0,47.0
2021-04-13,Gifu,5178,169753.0,4872.0,129.0
2021-04-13,Shizuoka,5991,265041.0,5667.0,121.0
2021-04-13,Aichi,28932,496727.0,26867.0,604.0
2021-04-13,Mie,3034,82920.0,2808.0,74.0
2021-04-13,Shiga,3018,94551.0,2745.0,59.0
2021-04-13,Kyoto,10323,188293.0,9529.0,174.0
2021-04-13,Osaka,62046,1168871.0,50762.0,1227.0
2021-04-13,Hyogo,22897,325059.0,19765.0,607.0
2021-04-13,Nara,4636,106793.0,3885.0,57.0
2021-04-13,Wakayama,1589,28952.0,1312.0,19.0
2021-04-13,Tottori,308,53747.0,221.0,2.0
2021-04-13,Shimane,293,18477.0,286.0,0.0
2021-04-13,Okayama,2991,84188.0,2603.0,35.0
2021-04-13,Hiroshima,5293,191990.0,5086.0,107.0
2021-04-13,Yamaguchi,1468,71202.0,1382.0,43.0
2021-04-13,Tokushima,736,34611.0,529.0,24.0
2021-04-13,Kagawa,1001,55390.0,857.0,19.0
2021-04-13,Ehime,1746,46172.0,1419.0,25.0
2021-04-13,Kochi,946,7546.0,910.0,19.0
2021-04-13,Fukuoka,19521,536384.0,18677.0,341.0
2021-04-13,Saga,1288,33945.0,1218.0,13.0
2021-04-13,Nagasaki,1674,82450.0,1598.0,39.0
2021-04-13,Kumamoto,3551,58822.0,3452.0,74.0
2021-04-13,Oita,1353,98316.0,1292.0,22.0
2021-04-13,Miyazaki,2025,26120.0,1938.0,22.0
2021-04-13,Kagoshima,1926,76814.0,1848.0,28.0
2021-04-13,Okinawa,10866,174924.0,9590.0,130.0
2021-04-14,Hokkaido,21975,479341.0,20334.0,785.0
2021-04-14,Aomori,1215,28467.0,1063.0,20.0
2021-04-14,Iwate,765,50875.0,665.0,31.0
2021-04-14,Miyagi,7366,107359.0,6234.0,44.0
2021-04-14,Akita,344,8739.0,292.0,9.0
2021-04-14,Yamagata,1258,40885.0,983.0,22.0
2021-04-14,Fukushima,2860,166164.0,2461.0,118.0
2021-04-14,Ibaraki,7211,28059.0,6751.0,129.0
2021-04-14,Tochigi,4985,182852.0,4717.0,70.0
2021-04-14,Gunma,5365,122756.0,5010.0,101.0
2021-04-14,Saitama,34728,693988.0,32470.0,720.0
2021-04-14,Chiba,31008,507435.0,29517.0,596.0
2021-04-14,Tokyo,127385,1870387.0,121418.0,1819.0
2021-04-14,Kanagawa,49961,743206.0,47965.0,800.0
2021-04-14,Niigata,1806,92954.0,1504.0,18.0
2021-04-14,Toyama,1066,45338.0,927.0,29.0
2021-04-14,Ishikawa,2094,64639.0,1883.0,66.0
2021-04-14,Fukui,675,40432.0,575.0,28.0
2021-04-14,Yamanashi,1036,33554.0,972.0,19.0
2021-04-14,Nagano,3312,130614.0,2943.0,47.0
2021-04-14,Gifu,5205,171098.0,4897.0,129.0
2021-04-14,Shizuoka,6027,266825.0,5672.0,121.0
2021-04-14,Aichi,29100,500368.0,26957.0,605.0
2021-04-14,Mie,3063,82920.0,2831.0,74.0
2021-04-14,Shiga,3054,94858.0,2765.0,59.0
2021-04-14,Kyoto,10384,189997.0,9590.0,176.0
2021-04-14,Osaka,63174,1182255.0,51312.0,1234.0
2021-04-14,Hyogo,23286,328162.0,19905.0,608.0
2021-04-14,Nara,4729,108005.0,3943.0,58.0
2021-04-14,Wakayama,1633,29191.0,1329.0,19.0
2021-04-14,Tottori,313,54323.0,223.0,2.0
2021-04-14,Shimane,294,18477.0,287.0,0.0
2021-04-14,Okayama,3023,84188.0,2603.0,35.0
2021-04-14,Hiroshima,5302,191990.0,5099.0,107.0
2021-04-14,Yamaguchi,1473,74020.0,1384.0,43.0
2021-04-14,Tokushima,761,36076.0,544.0,24.0
2021-04-14,Kagawa,1012,55955.0,871.0,19.0
2021-04-14,Ehime,1776,46381.0,1463.0,25.0
2021-04-14,Kochi,947,7546.0,913.0,19.0
2021-04-14,Fukuoka,19592,539701.0,18725.0,341.0
2021-04-14,Saga,1297,34192.0,1226.0,13.0
2021-04-14,Nagasaki,1683,83022.0,1598.0,39.0
2021-04-14,Kumamoto,3561,59003.0,3445.0,74.0
2021-04-14,Oita,1358,99101.0,1300.0,22.0
2021-04-14,Miyazaki,2025,26708.0,1938.0,22.0
2021-04-14,Kagoshima,1930,77039.0,1857.0,28.0
2021-04-14,Okinawa,11003,175496.0,9660.0,130.0
2021-04-15,Hokkaido,22076,482910.0,20409.0,790.0
2021-04-15,Aomori,1260,28908.0,1076.0,20.0
2021-04-15,Iwate,771,51363.0,674.0,31.0
2021-04-15,Miyagi,7419,108044.0,6314.0,44.0
2021-04-15,Akita,349,8791.0,294.0,9.0
2021-04-15,Yamagata,1288,41178.0,1014.0,22.0
2021-04-15,Fukushima,2880,167430.0,2477.0,118.0
2021-04-15,Ibaraki,7270,28232.0,6780.0,129.0
2021-04-15,Tochigi,5007,187259.0,4724.0,70.0
2021-04-15,Gunma,5396,125607.0,5018.0,102.0
2021-04-15,Saitama,34916,697963.0,32609.0,721.0
2021-04-15,Chiba,31152,511900.0,29606.0,598.0
2021-04-15,Tokyo,128114,1881027.0,121876.0,1828.0
2021-04-15,Kanagawa,50203,747430.0,48114.0,800.0
2021-04-15,Niigata,1842,93873.0,1541.0,18.0
2021-04-15,Toyama,1080,45610.0,938.0,29.0
2021-04-15,Ishikawa,2113,65020.0,1889.0,66.0
2021-04-15,Fukui,684,40715.0,583.0,29.0
2021-04-15,Yamanashi,1050,33554.0,976.0,19.0
2021-04-15,Nagano,3351,131957.0,2970.0,49.0
2021-04-15,Gifu,5239,171949.0,4913.0,129.0
2021-04-15,Shizuoka,6027,268724.0,5672.0,121.0
2021-04-15,Aichi,29316,504532.0,27034.0,606.0
2021-04-15,Mie,3089,82920.0,2842.0,74.0
2021-04-15,Shiga,3096,95183.0,2777.0,59.0
2021-04-15,Kyoto,10509,191174.0,9638.0,176.0
2021-04-15,Osaka,64382,1199005.0,51638.0,1238.0
2021-04-15,Hyogo,23793,331053.0,20049.0,617.0
2021-04-15,Nara,4815,109050.0,4000.0,60.0
2021-04-15,Wakayama,1666,29514.0,1354.0,19.0
2021-04-15,Tottori,320,54749.0,226.0,2.0
2021-04-15,Shimane,295,18895.0,288.0,0.0
2021-04-15,Okayama,3069,84188.0,2603.0,35.0
2021-04-15,Hiroshima,5330,195831.0,5110.0,107.0
2021-04-15,Yamaguchi,1485,74020.0,1388.0,43.0
2021-04-15,Tokushima,791,36251.0,555.0,25.0
2021-04-15,Kagawa,1028,56401.0,886.0,19.0
2021-04-15,Ehime,1819,46605.0,1484.0,25.0
2021-04-15,Kochi,951,7552.0,917.0,19.0
2021-04-15,Fukuoka,19748,543312.0,18759.0,341.0
2021-04-15,Saga,1302,34288.0,1239.0,13.0
2021-04-15,Nagasaki,1702,83675.0,1599.0,39.0
2021-04-15,Kumamoto,3579,59003.0,3453.0,74.0
2021-04-15,Oita,1361,99742.0,1301.0,22.0
2021-04-15,Miyazaki,2025,27215.0,1938.0,22.0
2021-04-15,Kagoshima,1943,77280.0,1865.0,28.0
2021-04-15,Okinawa,11137,176389.0,9786.0,130.0
2021-04-16,Hokkaido,22174,487612.0,20466.0,794.0
2021-04-16,Aomori,1273,29134.0,1087.0,20.0
2021-04-16,Iwate,774,51627.0,676.0,31.0
2021-04-16,Miyagi,7487,108929.0,6403.0,45.0
2021-04-16,Akita,356,9023.0,298.0,9.0
2021-04-16,Yamagata,1307,41495.0,1036.0,24.0
2021-04-16,Fukushima,2927,168846.0,2521.0,118.0
2021-04-16,Ibaraki,7322,28311.0,6812.0,129.0
2021-04-16,Tochigi,5027,187259.0,4757.0,70.0
2021-04-16,Gunma,5424,126060.0,5048.0,102.0
2021-04-16,Saitama,35079,701727.0,32729.0,726.0
2021-04-16,Chiba,31307,513169.0,29671.0,600.0
2021-04-16,Tokyo,128781,1890182.0,122419.0,1836.0
2021-04-16,Kanagawa,50412,752210.0,48248.0,800.0
2021-04-16,Niigata,1882,94664.0,1562.0,18.0
2021-04-16,Toyama,1100,45854.0,952.0,29.0
2021-04-16,Ishikawa,2148,65350.0,1904.0,66.0
2021-04-16,Fukui,703,41086.0,593.0,29.0
2021-04-16,Yamanashi,1057,33554.0,985.0,19.0
2021-04-16,Nagano,3351,131957.0,2970.0,49.0
2021-04-16,Gifu,5295,173048.0,4924.0,129.0
2021-04-16,Shizuoka,6090,270275.0,5715.0,121.0
2021-04-16,Aichi,29533,508020.0,27142.0,608.0
2021-04-16,Mie,3125,86936.0,2858.0,74.0
2021-04-16,Shiga,3135,96218.0,2793.0,59.0
2021-04-16,Kyoto,10616,192691.0,9710.0,176.0
2021-04-16,Osaka,65591,1216797.0,52092.0,1254.0
2021-04-16,Hyogo,24286,334096.0,20196.0,618.0
2021-04-16,Nara,4907,109994.0,4083.0,61.0
2021-04-16,Wakayama,1699,29721.0,1381.0,19.0
2021-04-16,Tottori,326,55521.0,231.0,2.0
2021-04-16,Shimane,296,18895.0,287.0,0.0
2021-04-16,Okayama,3100,84188.0,2742.0,35.0
2021-04-16,Hiroshima,5350,199024.0,5120.0,107.0
2021-04-16,Yamaguchi,1503,74020.0,1390.0,43.0
2021-04-16,Tokushima,821,36414.0,568.0,25.0
2021-04-16,Kagawa,1039,56861.0,897.0,19.0
2021-04-16,Ehime,1864,49381.0,1510.0,27.0
2021-04-16,Kochi,953,7559.0,924.0,19.0
2021-04-16,Fukuoka,19857,546370.0,18793.0,343.0
2021-04-16,Saga,1309,34491.0,1250.0,13.0
2021-04-16,Nagasaki,1725,84223.0,1601.0,39.0
2021-04-16,Kumamoto,3591,59318.0,3450.0,74.0
2021-04-16,Oita,1367,100515.0,1304.0,22.0
2021-04-16,Miyazaki,2043,27504.0,1943.0,22.0
2021-04-16,Kagoshima,1946,77595.0,1869.0,28.0
2021-04-16,Okinawa,11240,177513.0,9907.0,130.0
2021-04-17,Hokkaido,22283,490767.0,20522.0,797.0
2021-04-17,Aomori,1299,29268.0,1100.0,20.0
2021-04-17,Iwate,776,52020.0,690.0,31.0
2021-04-17,Miyagi,7552,109986.0,6460.0,46.0
2021-04-17,Akita,362,9023.0,300.0,9.0
2021-04-17,Yamagata,1323,41557.0,1054.0,26.0
2021-04-17,Fukushima,2948,169835.0,2548.0,118.0
2021-04-17,Ibaraki,7385,28311.0,6855.0,129.0
2021-04-17,Tochigi,5057,188703.0,4785.0,70.0
2021-04-17,Gunma,5460,126060.0,5068.0,102.0
2021-04-17,Saitama,35286,705114.0,32857.0,728.0
2021-04-17,Chiba,31463,514336.0,29728.0,600.0
2021-04-17,Tokyo,129540,1897539.0,122875.0,1846.0
2021-04-17,Kanagawa,50659,752210.0,48440.0,800.0
2021-04-17,Niigata,1915,95014.0,1581.0,18.0
2021-04-17,Toyama,1120,45854.0,965.0,29.0
2021-04-17,Ishikawa,2164,65628.0,1914.0,66.0
2021-04-17,Fukui,710,41364.0,596.0,31.0
2021-04-17,Yamanashi,1057,33554.0,985.0,19.0
2021-04-17,Nagano,3413,132835.0,3004.0,50.0
2021-04-17,Gifu,5333,174214.0,4937.0,129.0
2021-04-17,Shizuoka,6110,270275.0,5736.0,121.0
2021-04-17,Aichi,29757,508020.0,27272.0,608.0
2021-04-17,Mie,3153,86936.0,2880.0,74.0
2021-04-17,Shiga,3173,96434.0,2803.0,60.0
2021-04-17,Kyoto,10616,192691.0,9710.0,176.0
2021-04-17,Osaka,66752,1234249.0,52515.0,1266.0
2021-04-17,Hyogo,24796,337080.0,20479.0,622.0
2021-04-17,Nara,4997,109994.0,4126.0,61.0
2021-04-17,Wakayama,1734,29905.0,1395.0,19.0
2021-04-17,Tottori,334,56026.0,235.0,2.0
2021-04-17,Shimane,297,18895.0,289.0,0.0
2021-04-17,Okayama,3153,84188.0,2742.0,35.0
2021-04-17,Hiroshima,5373,199024.0,5133.0,107.0
2021-04-17,Yamaguchi,1540,74020.0,1418.0,43.0
2021-04-17,Tokushima,865,36645.0,583.0,25.0
2021-04-17,Kagawa,1055,57248.0,908.0,19.0
2021-04-17,Ehime,1907,50612.0,1526.0,27.0
2021-04-17,Kochi,960,7581.0,924.0,19.0
2021-04-17,Fukuoka,19995,549351.0,18840.0,343.0
2021-04-17,Saga,1327,34624.0,1255.0,13.0
2021-04-17,Nagasaki,1749,84828.0,1602.0,39.0
2021-04-17,Kumamoto,3591,59318.0,3450.0,74.0
2021-04-17,Oita,1373,101094.0,1309.0,22.0
2021-04-17,Miyazaki,2043,27504.0,1943.0,22.0
2021-04-17,Kagoshima,1946,77595.0,1869.0,28.0
2021-04-17,Okinawa,11397,178411.0,10018.0,130.0
2021-04-18,Hokkaido,22381,492852.0,20567.0,801.0
2021-04-18,Aomori,1305,29291.0,1100.0,20.0
2021-04-18,Iwate,779,52283.0,698.0,31.0
2021-04-18,Miyagi,7580,110208.0,6545.0,46.0
2021-04-18,Akita,367,9023.0,305.0,9.0
2021-04-18,Yamagata,1331,41557.0,1054.0,27.0
2021-04-18,Fukushima,2985,170846.0,2604.0,118.0
2021-04-18,Ibaraki,7432,28311.0,6888.0,129.0
2021-04-18,Tochigi,5068,189656.0,4807.0,70.0
2021-04-18,Gunma,5481,126060.0,5091.0,102.0
2021-04-18,Saitama,35452,706528.0,32977.0,728.0
2021-04-18,Chiba,31608,514815.0,29846.0,600.0
2021-04-18,Tokyo,130083,1897539.0,123391.0,1847.0
2021-04-18,Kanagawa,50879,752210.0,48552.0,800.0
2021-04-18,Niigata,1939,95520.0,1592.0,18.0
2021-04-18,Toyama,1144,45854.0,974.0,29.0
2021-04-18,Ishikawa,2182,65861.0,1921.0,66.0
2021-04-18,Fukui,729,41663.0,600.0,31.0
2021-04-18,Yamanashi,1057,33554.0,985.0,19.0
2021-04-18,Nagano,3505,132835.0,3070.0,52.0
2021-04-18,Gifu,5350,174401.0,4954.0,129.0
2021-04-18,Shizuoka,6147,270275.0,5741.0,121.0
2021-04-18,Aichi,29987,508020.0,27361.0,612.0
2021-04-18,Mie,3174,86936.0,2881.0,74.0
2021-04-18,Shiga,3204,97227.0,2832.0,60.0
2021-04-18,Kyoto,10616,192691.0,9710.0,176.0
2021-04-18,Osaka,67972,1246716.0,52853.0,1269.0
2021-04-18,Hyogo,25334,339305.0,20736.0,624.0
2021-04-18,Nara,5079,109994.0,4164.0,61.0
2021-04-18,Wakayama,1778,30171.0,1419.0,19.0
2021-04-18,Tottori,334,56541.0,235.0,2.0
2021-04-18,Shimane,297,18895.0,288.0,0.0
2021-04-18,Okayama,3214,84188.0,2742.0,35.0
2021-04-18,Hiroshima,5406,201024.0,5150.0,107.0
2021-04-18,Yamaguchi,1553,74020.0,1396.0,43.0
2021-04-18,Tokushima,903,37102.0,596.0,26.0
2021-04-18,Kagawa,1061,57406.0,918.0,19.0
2021-04-18,Ehime,1955,51897.0,1575.0,27.0
2021-04-18,Kochi,963,7581.0,925.0,19.0
2021-04-18,Fukuoka,20132,550923.0,18885.0,344.0
2021-04-18,Saga,1337,34744.0,1256.0,13.0
2021-04-18,Nagasaki,1769,85369.0,1604.0,39.0
2021-04-18,Kumamoto,3591,59656.0,3450.0,74.0
2021-04-18,Oita,1378,101253.0,1313.0,22.0
2021-04-18,Miyazaki,2043,27504.0,1943.0,22.0
2021-04-18,Kagoshima,1964,77595.0,1886.0,28.0
2021-04-18,Okinawa,11489,178411.0,10103.0,130.0
2021-04-19,Hokkaido,22459,494017.0,20623.0,805.0
2021-04-19,Aomori,1320,29612.0,1124.0,20.0
2021-04-19,Iwate,781,52432.0,701.0,31.0
2021-04-19,Miyagi,7601,111513.0,6668.0,49.0
2021-04-19,Akita,377,9186.0,312.0,9.0
2021-04-19,Yamagata,1349,43463.0,1080.0,28.0
2021-04-19,Fukushima,3007,171573.0,2615.0,118.0
2021-04-19,Ibaraki,7484,28508.0,6924.0,130.0
2021-04-19,Tochigi,5080,190190.0,4841.0,70.0
2021-04-19,Gunma,5494,127459.0,5120.0,102.0
2021-04-19,Saitama,35570,709844.0,33194.0,730.0
2021-04-19,Chiba,31714,516145.0,29926.0,601.0
2021-04-19,Tokyo,130488,1909918.0,123856.0,1847.0
2021-04-19,Kanagawa,51021,760497.0,48681.0,801.0
2021-04-19,Niigata,1951,96775.0,1636.0,18.0
2021-04-19,Toyama,1154,46867.0,989.0,29.0
2021-04-19,Ishikawa,2192,66117.0,1935.0,67.0
2021-04-19,Fukui,741,41883.0,606.0,31.0
2021-04-19,Yamanashi,1071,35312.0,998.0,19.0
2021-04-19,Nagano,3525,135888.0,3108.0,53.0
2021-04-19,Gifu,5376,174558.0,4977.0,129.0
2021-04-19,Shizuoka,6158,273186.0,5798.0,121.0
2021-04-19,Aichi,30194,515953.0,27470.0,612.0
2021-04-19,Mie,3189,86936.0,2892.0,75.0
2021-04-19,Shiga,3233,97622.0,2843.0,61.0
2021-04-19,Kyoto,10924,196943.0,9854.0,179.0
2021-04-19,Osaka,68688,1259835.0,53319.0,1273.0
2021-04-19,Hyogo,25739,341684.0,21177.0,626.0
2021-04-19,Nara,5164,113113.0,4227.0,61.0
2021-04-19,Wakayama,1807,30171.0,1431.0,20.0
2021-04-19,Tottori,343,57430.0,238.0,2.0
2021-04-19,Shimane,297,18895.0,288.0,0.0
2021-04-19,Okayama,3244,89012.0,2742.0,35.0
2021-04-19,Hiroshima,5436,201024.0,5156.0,107.0
2021-04-19,Yamaguchi,1570,74020.0,1401.0,43.0
2021-04-19,Tokushima,939,37102.0,607.0,27.0
2021-04-19,Kagawa,1065,57617.0,934.0,19.0
2021-04-19,Ehime,1970,52286.0,1598.0,28.0
2021-04-19,Kochi,965,7595.0,926.0,19.0
2021-04-19,Fukuoka,20242,552868.0,18942.0,344.0
2021-04-19,Saga,1352,34919.0,1265.0,13.0
2021-04-19,Nagasaki,1779,85701.0,1608.0,40.0
2021-04-19,Kumamoto,3591,60022.0,3450.0,74.0
2021-04-19,Oita,1379,101276.0,1318.0,22.0
2021-04-19,Miyazaki,2053,27800.0,1986.0,22.0
2021-04-19,Kagoshima,1970,78467.0,1893.0,28.0
2021-04-19,Okinawa,11521,179773.0,10205.0,130.0
2021-04-20,Hokkaido,22565,496381.0,20714.0,809.0
2021-04-20,Aomori,1336,30076.0,1148.0,20.0
2021-04-20,Iwate,786,52575.0,712.0,31.0
2021-04-20,Miyagi,7656,112508.0,6787.0,51.0
2021-04-20,Akita,390,9251.0,321.0,9.0
2021-04-20,Yamagata,1361,43660.0,1122.0,29.0
2021-04-20,Fukushima,3034,172745.0,2634.0,119.0
2021-04-20,Ibaraki,7517,28542.0,6961.0,130.0
2021-04-20,Tochigi,5103,190315.0,4855.0,70.0
2021-04-20,Gunma,5526,128404.0,5149.0,102.0
2021-04-20,Saitama,35777,715550.0,33257.0,733.0
2021-04-20,Chiba,31820,516585.0,30049.0,608.0
2021-04-20,Tokyo,131199,1920583.0,124367.0,1852.0
2021-04-20,Kanagawa,51178,765859.0,48808.0,801.0
2021-04-20,Niigata,1985,98076.0,1665.0,18.0
2021-04-20,Toyama,1165,47386.0,998.0,29.0
2021-04-20,Ishikawa,2215,66475.0,1949.0,68.0
2021-04-20,Fukui,753,42650.0,611.0,31.0
2021-04-20,Yamanashi,1078,35312.0,1002.0,19.0
2021-04-20,Nagano,3545,137284.0,3140.0,53.0
2021-04-20,Gifu,5413,176424.0,5001.0,129.0
2021-04-20,Shizuoka,6183,276938.0,5824.0,121.0
2021-04-20,Aichi,30318,519113.0,27560.0,613.0
2021-04-20,Mie,3226,86936.0,2920.0,75.0
2021-04-20,Shiga,3277,97880.0,2855.0,61.0
2021-04-20,Kyoto,11033,198192.0,9900.0,179.0
2021-04-20,Osaka,69841,1266690.0,54022.0,1281.0
2021-04-20,Hyogo,26032,345533.0,21410.0,626.0
2021-04-20,Nara,5245,114932.0,4307.0,63.0
2021-04-20,Wakayama,1862,30171.0,1461.0,20.0
2021-04-20,Tottori,343,57886.0,246.0,2.0
2021-04-20,Shimane,298,18895.0,292.0,0.0
2021-04-20,Okayama,3282,89012.0,2742.0,35.0
2021-04-20,Hiroshima,5467,204294.0,5173.0,107.0
2021-04-20,Yamaguchi,1593,74020.0,1406.0,43.0
2021-04-20,Tokushima,964,38873.0,621.0,28.0
2021-04-20,Kagawa,1084,57847.0,940.0,20.0
2021-04-20,Ehime,1998,52679.0,1626.0,28.0
2021-04-20,Kochi,970,7610.0,926.0,19.0
2021-04-20,Fukuoka,20359,556925.0,19003.0,344.0
2021-04-20,Saga,1390,35492.0,1278.0,13.0
2021-04-20,Nagasaki,1792,86258.0,1612.0,40.0
2021-04-20,Kumamoto,3700,60343.0,3472.0,76.0
2021-04-20,Oita,1385,102483.0,1322.0,22.0
2021-04-20,Miyazaki,2053,27921.0,1986.0,22.0
2021-04-20,Kagoshima,1983,78865.0,1899.0,28.0
2021-04-20,Okinawa,11652,181529.0,10277.0,130.0
2021-04-21,Hokkaido,22689,499805.0,20797.0,816.0
2021-04-21,Aomori,1376,30552.0,1161.0,20.0
2021-04-21,Iwate,794,53052.0,716.0,31.0
2021-04-21,Miyagi,7730,112508.0,6843.0,53.0
2021-04-21,Akita,395,9367.0,323.0,9.0
2021-04-21,Yamagata,1381,44283.0,1150.0,30.0
2021-04-21,Fukushima,3061,174546.0,2660.0,119.0
2021-04-21,Ibaraki,7579,28679.0,7006.0,130.0
2021-04-21,Tochigi,5128,191211.0,4873.0,70.0
2021-04-21,Gunma,5566,130760.0,5181.0,102.0
2021-04-21,Saitama,36004,720404.0,33368.0,735.0
2021-04-21,Chiba,31931,518752.0,30163.0,611.0
2021-04-21,Tokyo,132042,1933755.0,124872.0,1856.0
2021-04-21,Kanagawa,51430,770853.0,49027.0,802.0
2021-04-21,Niigata,2033,98844.0,1703.0,18.0
2021-04-21,Toyama,1186,48059.0,1017.0,29.0
2021-04-21,Ishikawa,2248,67232.0,1959.0,68.0
2021-04-21,Fukui,779,42922.0,613.0,31.0
2021-04-21,Yamanashi,1095,35312.0,1011.0,19.0
2021-04-21,Nagano,3580,138456.0,3175.0,54.0
2021-04-21,Gifu,5448,177649.0,5018.0,129.0
2021-04-21,Shizuoka,6208,278881.0,5834.0,121.0
2021-04-21,Aichi,30507,523282.0,27708.0,614.0
2021-04-21,Mie,3283,86936.0,2939.0,75.0
2021-04-21,Shiga,3323,98332.0,2864.0,61.0
