更新日期,更新時間,中國內地,報告/確診個案數目,死亡個案,備註,過去14天新增報告確診個案數目
23/09/2021,11:00,新疆生產建設兵團,1,0,,0
24/09/2021,11:00,湖北省,68297,4512,,5
24/09/2021,11:00,北京巿,1119,9,,1
24/09/2021,11:00,遼寧省,451,2,,3
24/09/2021,11:00,安徽省,1008,6,,0
24/09/2021,11:00,重慶巿,603,6,,0
24/09/2021,11:00,陝西省,671,3,,1
24/09/2021,11:00,天津巿,484,3,,6
24/09/2021,11:00,福建省,1264,1,,464
24/09/2021,11:00,湖南省,1181,4,,0
24/09/2021,11:00,四川省,1207,3,,12
24/09/2021,11:00,甘肅省,199,2,,0
24/09/2021,11:00,黑龍江省,1644,13,,28
24/09/2021,11:00,江西省,937,1,,0
24/09/2021,11:00,廣東省,3150,8,,41
24/09/2021,11:00,貴州省,147,2,,0
24/09/2021,11:00,上海巿,2584,7,,52
24/09/2021,11:00,山東省,930,7,,3
24/09/2021,11:00,廣西壯族自治區,297,2,,5
24/09/2021,11:00,雲南省,1362,2,,179
24/09/2021,11:00,內蒙古自治區,416,1,,2
24/09/2021,11:00,浙江省,1446,1,,7
24/09/2021,11:00,河南省,1539,22,,7
24/09/2021,11:00,河北省,1317,7,,0
24/09/2021,11:00,海南省,190,6,,0
24/09/2021,11:00,吉林省,574,3,,0
24/09/2021,11:00,山西省,260,0,,1
24/09/2021,11:00,寧夏回族自治區,77,0,,0
24/09/2021,11:00,江蘇省,1595,0,,3
24/09/2021,11:00,新疆自治區,971,3,,0
24/09/2021,11:00,青海省,18,0,,0
24/09/2021,11:00,西藏自治區,9,0,,0
24/09/2021,11:00,新疆生產建設兵團,1,0,,0
25/09/2021,11:00,湖北省,68298,4512,,6
25/09/2021,11:00,北京巿,1120,9,,2
25/09/2021,11:00,遼寧省,452,2,,4
25/09/2021,11:00,安徽省,1008,6,,0
25/09/2021,11:00,重慶巿,603,6,,0
25/09/2021,11:00,陝西省,671,3,,1
25/09/2021,11:00,天津巿,485,3,,7
25/09/2021,11:00,福建省,1267,1,,464
25/09/2021,11:00,湖南省,1181,4,,0
25/09/2021,11:00,四川省,1207,3,,11
25/09/2021,11:00,甘肅省,199,2,,0
25/09/2021,11:00,黑龍江省,1652,13,,36
25/09/2021,11:00,江西省,937,1,,0
25/09/2021,11:00,廣東省,3159,8,,48
25/09/2021,11:00,貴州省,147,2,,0
25/09/2021,11:00,上海巿,2590,7,,56
25/09/2021,11:00,山東省,930,7,,3
25/09/2021,11:00,廣西壯族自治區,298,2,,6
25/09/2021,11:00,雲南省,1369,2,,173
25/09/2021,11:00,內蒙古自治區,416,1,,2
25/09/2021,11:00,浙江省,1446,1,,7
25/09/2021,11:00,河南省,1539,22,,4
25/09/2021,11:00,河北省,1317,7,,0
25/09/2021,11:00,海南省,190,6,,0
25/09/2021,11:00,吉林省,574,3,,0
25/09/2021,11:00,山西省,260,0,,0
25/09/2021,11:00,寧夏回族自治區,77,0,,0
25/09/2021,11:00,江蘇省,1595,0,,3
25/09/2021,11:00,新疆自治區,971,3,,0
25/09/2021,11:00,青海省,18,0,,0
25/09/2021,11:00,西藏自治區,9,0,,0
25/09/2021,11:00,新疆生產建設兵團,1,0,,0
26/09/2021,15:00,湖北省,68298,4512,,6
26/09/2021,15:00,北京巿,1120,9,,2
26/09/2021,15:00,遼寧省,452,2,,3
26/09/2021,15:00,安徽省,1008,6,,0
26/09/2021,15:00,重慶巿,603,6,,0
26/09/2021,15:00,陝西省,671,3,,1
26/09/2021,15:00,天津巿,485,3,,6
26/09/2021,15:00,福建省,1272,1,,448
26/09/2021,15:00,湖南省,1181,4,,0
26/09/2021,15:00,四川省,1207,3,,11
26/09/2021,15:00,甘肅省,199,2,,0
26/09/2021,15:00,黑龍江省,1656,13,,40
26/09/2021,15:00,江西省,937,1,,0
26/09/2021,15:00,廣東省,3163,8,,46
26/09/2021,15:00,貴州省,147,2,,0
26/09/2021,15:00,上海巿,2592,7,,55
26/09/2021,15:00,山東省,931,7,,4
26/09/2021,15:00,廣西壯族自治區,298,2,,6
26/09/2021,15:00,雲南省,1379,2,,172
26/09/2021,15:00,內蒙古自治區,418,1,,2
26/09/2021,15:00,浙江省,1446,1,,7
26/09/2021,15:00,河南省,1540,22,,4
26/09/2021,15:00,河北省,1317,7,,0
26/09/2021,15:00,海南省,190,6,,0
26/09/2021,15:00,吉林省,574,3,,0
26/09/2021,15:00,山西省,260,0,,0
26/09/2021,15:00,寧夏回族自治區,77,0,,0
26/09/2021,15:00,江蘇省,1595,0,,3
26/09/2021,15:00,新疆自治區,971,3,,0
26/09/2021,15:00,青海省,18,0,,0
26/09/2021,15:00,西藏自治區,9,0,,0
26/09/2021,15:00,新疆生產建設兵團,1,0,,0
27/09/2021,11:00,湖北省,68298,4512,,6
27/09/2021,11:00,北京巿,1123,9,,5
27/09/2021,11:00,遼寧省,453,2,,4
27/09/2021,11:00,安徽省,1008,6,,0
27/09/2021,11:00,重慶巿,603,6,,0
27/09/2021,11:00,陝西省,671,3,,0
27/09/2021,11:00,天津巿,486,3,,7
27/09/2021,11:00,福建省,1274,1,,428
27/09/2021,11:00,湖南省,1181,4,,0
27/09/2021,11:00,四川省,1207,3,,10
27/09/2021,11:00,甘肅省,199,2,,0
27/09/2021,11:00,黑龍江省,1667,13,,51
27/09/2021,11:00,江西省,937,1,,0
27/09/2021,11:00,廣東省,3164,8,,44
27/09/2021,11:00,貴州省,147,2,,0
27/09/2021,11:00,上海巿,2593,7,,51
27/09/2021,11:00,山東省,932,7,,5
27/09/2021,11:00,廣西壯族自治區,298,2,,6
27/09/2021,11:00,雲南省,1391,2,,167
27/09/2021,11:00,內蒙古自治區,418,1,,2
27/09/2021,11:00,浙江省,1447,1,,8
27/09/2021,11:00,河南省,1540,22,,4
27/09/2021,11:00,河北省,1317,7,,0
27/09/2021,11:00,海南省,190,6,,0
27/09/2021,11:00,吉林省,574,3,,0
27/09/2021,11:00,山西省,260,0,,0
27/09/2021,11:00,寧夏回族自治區,77,0,,0
27/09/2021,11:00,江蘇省,1596,0,,4
27/09/2021,11:00,新疆自治區,971,3,,0
27/09/2021,11:00,青海省,18,0,,0
27/09/2021,11:00,西藏自治區,9,0,,0
27/09/2021,11:00,新疆生產建設兵團,1,0,,0
28/09/2021,11:00,湖北省,68298,4512,,6
28/09/2021,11:00,北京巿,1123,9,,4
28/09/2021,11:00,遼寧省,453,2,,4
28/09/2021,11:00,安徽省,1008,6,,0
28/09/2021,11:00,重慶巿,603,6,,0
28/09/2021,11:00,陝西省,671,3,,0
28/09/2021,11:00,天津巿,487,3,,8
28/09/2021,11:00,福建省,1276,1,,370
28/09/2021,11:00,湖南省,1182,4,,1
28/09/2021,11:00,四川省,1207,3,,8
28/09/2021,11:00,甘肅省,199,2,,0
28/09/2021,11:00,黑龍江省,1678,13,,62
28/09/2021,11:00,江西省,937,1,,0
28/09/2021,11:00,廣東省,3167,8,,39
28/09/2021,11:00,貴州省,147,2,,0
28/09/2021,11:00,上海巿,2593,7,,45
28/09/2021,11:00,山東省,932,7,,4
28/09/2021,11:00,廣西壯族自治區,298,2,,6
28/09/2021,11:00,雲南省,1402,2,,164
28/09/2021,11:00,內蒙古自治區,418,1,,2
28/09/2021,11:00,浙江省,1447,1,,8
28/09/2021,11:00,河南省,1540,22,,4
28/09/2021,11:00,河北省,1317,7,,0
28/09/2021,11:00,海南省,190,6,,0
28/09/2021,11:00,吉林省,574,3,,0
28/09/2021,11:00,山西省,260,0,,0
28/09/2021,11:00,寧夏回族自治區,77,0,,0
28/09/2021,11:00,江蘇省,1598,0,,6
28/09/2021,11:00,新疆自治區,971,3,,0
28/09/2021,11:00,青海省,18,0,,0
28/09/2021,11:00,西藏自治區,9,0,,0
28/09/2021,11:00,新疆生產建設兵團,1,0,,0
29/09/2021,11:00,湖北省,68298,4512,,6
29/09/2021,11:00,北京巿,1123,9,,4
29/09/2021,11:00,遼寧省,453,2,,4
29/09/2021,11:00,安徽省,1008,6,,0
29/09/2021,11:00,重慶巿,603,6,,0
29/09/2021,11:00,陝西省,671,3,,0
29/09/2021,11:00,天津巿,487,3,,7
29/09/2021,11:00,福建省,1281,1,,324
29/09/2021,11:00,湖南省,1182,4,,1
29/09/2021,11:00,四川省,1207,3,,8
29/09/2021,11:00,甘肅省,199,2,,0
29/09/2021,11:00,黑龍江省,1686,13,,70
29/09/2021,11:00,江西省,937,1,,0
29/09/2021,11:00,廣東省,3168,8,,36
29/09/2021,11:00,貴州省,147,2,,0
29/09/2021,11:00,上海巿,2595,7,,45
29/09/2021,11:00,山東省,932,7,,4
29/09/2021,11:00,廣西壯族自治區,298,2,,6
29/09/2021,11:00,雲南省,1410,2,,159
29/09/2021,11:00,內蒙古自治區,418,1,,2
29/09/2021,11:00,浙江省,1447,1,,7
29/09/2021,11:00,河南省,1540,22,,3
29/09/2021,11:00,河北省,1317,7,,0
29/09/2021,11:00,海南省,190,6,,0
29/09/2021,11:00,吉林省,574,3,,0
29/09/2021,11:00,山西省,260,0,,0
29/09/2021,11:00,寧夏回族自治區,77,0,,0
29/09/2021,11:00,江蘇省,1599,0,,7
29/09/2021,11:00,新疆自治區,971,3,,0
29/09/2021,11:00,青海省,18,0,,0
29/09/2021,11:00,西藏自治區,9,0,,0
29/09/2021,11:00,新疆生產建設兵團,1,0,,0
30/09/2021,11:00,湖北省,68298,4512,,6
30/09/2021,11:00,北京巿,1123,9,,4
30/09/2021,11:00,遼寧省,455,2,,6
30/09/2021,11:00,安徽省,1008,6,,0
30/09/2021,11:00,重慶巿,603,6,,0
30/09/2021,11:00,陝西省,671,3,,0
30/09/2021,11:00,天津巿,487,3,,7
30/09/2021,11:00,福建省,1282,1,,277
30/09/2021,11:00,湖南省,1182,4,,1
30/09/2021,11:00,四川省,1207,3,,6
30/09/2021,11:00,甘肅省,199,2,,0
30/09/2021,11:00,黑龍江省,1692,13,,76
30/09/2021,11:00,江西省,937,1,,0
30/09/2021,11:00,廣東省,3171,8,,36
30/09/2021,11:00,貴州省,147,2,,0
30/09/2021,11:00,上海巿,2598,7,,46
30/09/2021,11:00,山東省,933,7,,4
30/09/2021,11:00,廣西壯族自治區,298,2,,6
30/09/2021,11:00,雲南省,1415,2,,141
30/09/2021,11:00,內蒙古自治區,418,1,,2
30/09/2021,11:00,浙江省,1448,1,,7
30/09/2021,11:00,河南省,1540,22,,3
30/09/2021,11:00,河北省,1317,7,,0
30/09/2021,11:00,海南省,190,6,,0
30/09/2021,11:00,吉林省,574,3,,0
30/09/2021,11:00,山西省,260,0,,0
30/09/2021,11:00,寧夏回族自治區,77,0,,0
30/09/2021,11:00,江蘇省,1599,0,,7
30/09/2021,11:00,新疆自治區,971,3,,0
30/09/2021,11:00,青海省,18,0,,0
30/09/2021,11:00,西藏自治區,9,0,,0
30/09/2021,11:00,新疆生產建設兵團,1,0,,0
01/10/2021,11:00,湖北省,68298,4512,,6
01/10/2021,11:00,北京巿,1124,9,,5
01/10/2021,11:00,遼寧省,455,2,,6
01/10/2021,11:00,安徽省,1008,6,,0
01/10/2021,11:00,重慶巿,603,6,,0
01/10/2021,11:00,陝西省,671,3,,0
01/10/2021,11:00,天津巿,487,3,,7
01/10/2021,11:00,福建省,1282,1,,216
01/10/2021,11:00,湖南省,1183,4,,2
01/10/2021,11:00,四川省,1208,3,,7
01/10/2021,11:00,甘肅省,199,2,,0
01/10/2021,11:00,黑龍江省,1702,13,,86
01/10/2021,11:00,江西省,937,1,,0
01/10/2021,11:00,廣東省,3177,8,,40
01/10/2021,11:00,貴州省,147,2,,0
01/10/2021,11:00,上海巿,2603,7,,50
01/10/2021,11:00,山東省,933,7,,4
01/10/2021,11:00,廣西壯族自治區,298,2,,6
01/10/2021,11:00,雲南省,1424,2,,133
01/10/2021,11:00,內蒙古自治區,419,1,,3
01/10/2021,11:00,浙江省,1448,1,,6
01/10/2021,11:00,河南省,1540,22,,1
01/10/2021,11:00,河北省,1317,7,,0
01/10/2021,11:00,海南省,190,6,,0
01/10/2021,11:00,吉林省,574,3,,0
01/10/2021,11:00,山西省,260,0,,0
01/10/2021,11:00,寧夏回族自治區,77,0,,0
01/10/2021,11:00,江蘇省,1599,0,,7
01/10/2021,11:00,新疆自治區,971,3,,0
01/10/2021,11:00,青海省,18,0,,0
01/10/2021,11:00,西藏自治區,9,0,,0
01/10/2021,11:00,新疆生產建設兵團,1,0,,0
02/10/2021,11:00,湖北省,68298,4512,,6
02/10/2021,11:00,北京巿,1124,9,,5
02/10/2021,11:00,遼寧省,456,2,,6
02/10/2021,11:00,安徽省,1008,6,,0
02/10/2021,11:00,重慶巿,603,6,,0
02/10/2021,11:00,陝西省,672,3,,1
02/10/2021,11:00,天津巿,490,3,,10
02/10/2021,11:00,福建省,1282,1,,185
02/10/2021,11:00,湖南省,1187,4,,6
02/10/2021,11:00,四川省,1209,3,,8
02/10/2021,11:00,甘肅省,199,2,,0
02/10/2021,11:00,黑龍江省,1704,13,,88
02/10/2021,11:00,江西省,937,1,,0
02/10/2021,11:00,廣東省,3180,8,,40
02/10/2021,11:00,貴州省,147,2,,0
02/10/2021,11:00,上海巿,2612,7,,57
02/10/2021,11:00,山東省,933,7,,4
02/10/2021,11:00,廣西壯族自治區,298,2,,6
02/10/2021,11:00,雲南省,1438,2,,138
02/10/2021,11:00,內蒙古自治區,419,1,,3
02/10/2021,11:00,浙江省,1449,1,,7
02/10/2021,11:00,河南省,1542,22,,3
02/10/2021,11:00,河北省,1317,7,,0
02/10/2021,11:00,海南省,190,6,,0
02/10/2021,11:00,吉林省,574,3,,0
02/10/2021,11:00,山西省,260,0,,0
02/10/2021,11:00,寧夏回族自治區,77,0,,0
02/10/2021,11:00,江蘇省,1599,0,,7
02/10/2021,11:00,新疆自治區,971,3,,0
02/10/2021,11:00,青海省,18,0,,0
02/10/2021,11:00,西藏自治區,9,0,,0
02/10/2021,11:00,新疆生產建設兵團,1,0,,0
03/10/2021,11:00,湖北省,68298,4512,,3
03/10/2021,11:00,北京巿,1124,9,,5
03/10/2021,11:00,遼寧省,457,2,,7
03/10/2021,11:00,安徽省,1008,6,,0
03/10/2021,11:00,重慶巿,603,6,,0
03/10/2021,11:00,陝西省,672,3,,1
03/10/2021,11:00,天津巿,490,3,,9
03/10/2021,11:00,福建省,1287,1,,147
03/10/2021,11:00,湖南省,1187,4,,6
03/10/2021,11:00,四川省,1209,3,,5
03/10/2021,11:00,甘肅省,199,2,,0
03/10/2021,11:00,黑龍江省,1705,13,,89
03/10/2021,11:00,江西省,937,1,,0
03/10/2021,11:00,廣東省,3183,8,,41
03/10/2021,11:00,貴州省,147,2,,0
03/10/2021,11:00,上海巿,2619,7,,62
03/10/2021,11:00,山東省,934,7,,5
03/10/2021,11:00,廣西壯族自治區,298,2,,3
03/10/2021,11:00,雲南省,1447,2,,138
03/10/2021,11:00,內蒙古自治區,419,1,,3
03/10/2021,11:00,浙江省,1449,1,,7
03/10/2021,11:00,河南省,1542,22,,3
03/10/2021,11:00,河北省,1317,7,,0
03/10/2021,11:00,海南省,190,6,,0
03/10/2021,11:00,吉林省,575,3,,1
03/10/2021,11:00,山西省,260,0,,0
03/10/2021,11:00,寧夏回族自治區,77,0,,0
03/10/2021,11:00,江蘇省,1599,0,,7
03/10/2021,11:00,新疆自治區,971,3,,0
03/10/2021,11:00,青海省,18,0,,0
03/10/2021,11:00,西藏自治區,9,0,,0
03/10/2021,11:00,新疆生產建設兵團,1,0,,0
04/10/2021,11:00,湖北省,68298,4512,,3
04/10/2021,11:00,北京巿,1125,9,,6
04/10/2021,11:00,遼寧省,457,2,,7
04/10/2021,11:00,安徽省,1008,6,,0
04/10/2021,11:00,重慶巿,603,6,,0
04/10/2021,11:00,陝西省,672,3,,1
04/10/2021,11:00,天津巿,490,3,,9
04/10/2021,11:00,福建省,1287,1,,118
04/10/2021,11:00,湖南省,1189,4,,8
04/10/2021,11:00,四川省,1209,3,,3
04/10/2021,11:00,甘肅省,199,2,,0
04/10/2021,11:00,黑龍江省,1708,13,,92
04/10/2021,11:00,江西省,937,1,,0
04/10/2021,11:00,廣東省,3187,8,,45
04/10/2021,11:00,貴州省,147,2,,0
04/10/2021,11:00,上海巿,2622,7,,61
04/10/2021,11:00,山東省,937,7,,7
04/10/2021,11:00,廣西壯族自治區,299,2,,2
04/10/2021,11:00,雲南省,1454,2,,136
04/10/2021,11:00,內蒙古自治區,420,1,,4
04/10/2021,11:00,浙江省,1450,1,,6
04/10/2021,11:00,河南省,1542,22,,3
04/10/2021,11:00,河北省,1318,7,,1
04/10/2021,11:00,海南省,190,6,,0
04/10/2021,11:00,吉林省,575,3,,1
04/10/2021,11:00,山西省,260,0,,0
04/10/2021,11:00,寧夏回族自治區,77,0,,0
04/10/2021,11:00,江蘇省,1599,0,,7
04/10/2021,11:00,新疆自治區,971,3,,0
04/10/2021,11:00,青海省,18,0,,0
04/10/2021,11:00,西藏自治區,9,0,,0
04/10/2021,11:00,新疆生產建設兵團,1,0,,0
05/10/2021,11:00,湖北省,68298,4512,,3
05/10/2021,11:00,北京巿,1125,9,,6
05/10/2021,11:00,遼寧省,457,2,,7
05/10/2021,11:00,安徽省,1008,6,,0
05/10/2021,11:00,重慶巿,603,6,,0
05/10/2021,11:00,陝西省,675,3,,4
05/10/2021,11:00,天津巿,490,3,,9
05/10/2021,11:00,福建省,1289,1,,76
05/10/2021,11:00,湖南省,1189,4,,8
05/10/2021,11:00,四川省,1209,3,,3
05/10/2021,11:00,甘肅省,199,2,,0
05/10/2021,11:00,黑龍江省,1709,13,,91
05/10/2021,11:00,江西省,937,1,,0
05/10/2021,11:00,廣東省,3191,8,,46
05/10/2021,11:00,貴州省,147,2,,0
05/10/2021,11:00,上海巿,2628,7,,61
05/10/2021,11:00,山東省,941,7,,11
05/10/2021,11:00,廣西壯族自治區,299,2,,2
05/10/2021,11:00,雲南省,1459,2,,129
05/10/2021,11:00,內蒙古自治區,420,1,,4
05/10/2021,11:00,浙江省,1450,1,,4
05/10/2021,11:00,河南省,1542,22,,3
05/10/2021,11:00,河北省,1318,7,,1
05/10/2021,11:00,海南省,190,6,,0
05/10/2021,11:00,吉林省,576,3,,2
05/10/2021,11:00,山西省,260,0,,0
05/10/2021,11:00,寧夏回族自治區,77,0,,0
05/10/2021,11:00,江蘇省,1599,0,,4
05/10/2021,11:00,新疆自治區,971,3,,0
05/10/2021,11:00,青海省,18,0,,0
05/10/2021,11:00,西藏自治區,9,0,,0
05/10/2021,11:00,新疆生產建設兵團,1,0,,0
06/10/2021,11:00,湖北省,68298,4512,,3
06/10/2021,11:00,北京巿,1125,9,,6
06/10/2021,11:00,遼寧省,457,2,,7
06/10/2021,11:00,安徽省,1008,6,,0
06/10/2021,11:00,重慶巿,603,6,,0
06/10/2021,11:00,陝西省,675,3,,4
06/10/2021,11:00,天津巿,490,3,,9
06/10/2021,11:00,福建省,1290,1,,62
